,word,,domains,english,spanish,french,indonesian
317,אֵל שַׁדַּי,BE,supernatural beings and powers /  titles,El Shaddai / God Almighty,todopoderoso,Dieu tout-suffisant,El-Shaddai / Tuhan yang MahaKuasa
318,אֵלָא,PN,person,Ela,Elá,Ela,Ela
319,אַלְגּוּמִּים,FL,trees,juniper tree / sandalwood,,genévrier,pohon cemara / kayu cendana
320,אֶלְדָּד,PN,person,Eldad,Eldad,Eldad,Eldad
321,אֶלְדָּעָה,PN,person,Eldaah,Eldaá,Eldaa,Eldaa
322,אלה,RI,blessing and curse /  communication,to curse,juramento / maldición,pleurer / maudir,kutuk / mengutuk
323,אַלָּה,FL,trees,terebinth,,térébinthe,pohon besar / pohon tarbantin
324,אָלָה-1,RI,blessing and curse /  communication,curse,maldición,imprécation / malédiction,kutuk
325,אָלָה-2,RI,oaths,oath,juramento,adjuration,sumpah
326,אֵלָה-1,FL,trees,terebinth,terebinto,térebinthe,pohon besar / pohon tarbantin
327,אֵלָה-2,PN,person,Elah,Elá,Ela,Ela
328,אֵלָה-3,PN,person,Elah,Elá,Ela,Ela
329,אֵלָה-4,PN,person,Elah,Elá,Ela,Ela
330,אֵלָה-5,PN,person,Elah,Elá,Ela,Ela
331,אֵלָה-6,PN,person,Elah,Elá,Ela,Ela
332,אֱלֹהִים,BE,supernatural beings and powers,god / gods / God,dios / Dios,dieu / Dieu,Allah Israel
333,אֱלוֹהַּ-1,BE,supernatural beings and powers,God,,Dieu,Allah Israel
334,אֱלוֹהַּ-2,BE,supernatural beings and powers,god,,dieu,dewa / allah lain
335,אֱלוּל,PN,calendar,Elul,Elul,Eloul,Elul
336,אַלּוֹן-1,FL,trees,oak tree,roble,chêne,pohon besar / pohon tarbantin
337,אַלּוֹן-2,PN,person,Allon,Alón,Allôn,Alon
338,אֵלוֹן-1,FL,trees,oak tree,encina,chêne,pohon besar / pohon tarbantin
339,אֵלוֹן-2,PN,person,Elon,Elón,Elôn,Elon
340,אֵלוֹן תָּבוֹר,PN,nature /  trees,oak of Tabor,Encina de Tabor,Tabor,pohon tarbantin di Tabor
341,אֵלוֹנִי,PN,person,Elonite,Elón,Elonites,Elon
342,אַלּוּף,FA,mammals /  domestic animals,cow / head of cattle / ox,,vache,sapi / lembu
343,אָלוּשׁ,PN,settlement,Alush,Alús,Aloush,Alus
344,אֶלְזָבָד-1,PN,person,Elzabad,Elzabad,Elzavad,Elzabad
345,אֶלְזָבָד-2,PN,person,Elzabad,Elzabad,Elzavad,Elzabad
346,אֶלְחָנָן,PN,person,Elhanan,Elhanán,Elhanân,Elhanan
347,אֱלִיאָב-1,PN,person,Eliab,Eliab,Eliav,Eliab
348,אֱלִיאָב-2,PN,person,Eliab,Eliab,Eliav,Eliab
349,אֱלִיאָב-3,PN,person,Eliab,Eliab,Eliav,Eliab
350,אֱלִיאָב-4,PN,person,Eliab,Eliab,Eliav,Eliab
351,אֱלִיאָב-5,PN,person,Eliab,Eliab,Eliav,Eliab
352,אֱלִיאָב-6,PN,person,Eliab,Eliab,Eliav,Eliab
353,אֱלִיאֵל-1,PN,person,Eliel,Eliel,Eliël,Eliel
354,אֱלִיאֵל-2,PN,person,Eliel,Eliel,Eliël,Eliel
355,אֱלִיאֵל-3,PN,person,Eliel,Eliel,Eliël,Eliel
356,אֱלִיאֵל-4,PN,person,Eliel,Eliel,Eliël,Eliel
357,אֱלִיאֵל-5,PN,person,Eliel,Eliel,Eliël,Eliel
358,אֱלִיאֵל-6,PN,person,Eliel,Eliel,Eliël,Eliel
359,אֱלִיאֵל-7,PN,person,Eliel,Eliel,Eliël,Eliel
360,אֱלִיאָתָה,PN,person,Eliathah,Eliatá,Eliata,Eliata
361,אֱלִידָד,PN,person,Elidad,Elidad,Elidad,Elidad
362,אֶלְיָדָע-1,PN,person,Eliada,Eliadá,Elyada,Elyada
363,אֶלְיָדָע-2,PN,person,Eliada,Eliadá,Elyada,Elyada
364,אֶלְיָדָע-3,PN,person,Eliada,Eliadá,Elyada,Elyada
365,אֵלִיָּה-1,PN,person,Elijah,Elías,Elie,Elia
366,אֵלִיָּה-2,PN,person,Elijah,Elías,Eliya,Elia
367,אֵלִיָּה-3,PN,person,Elijah,Elías,Eliya,Elia
368,אֵלִיָּהוּ,PN,person,Elijah,Elías,Elie,Elia
369,אֱלִיהוּ-1,PN,person,Elihu,Elihú,Elihou,Elihu
370,אֱלִיהוּ-2,PN,person,Elihu,Elihú,Elihou,Elihu
371,אֱלִיהוּא-1,PN,person,Elihu,Elihú,Elihou,Elihu
372,אֱלִיהוּא-2,PN,person,Elihu,Elihú,Elihou,Elihu
373,אֱלִיהוּא-3,PN,person,Elihu,Elihú,Elihou,Elihu
374,אֶלְיְהוֹעֵינַי-1,PN,person,Eliehoenai,Eliehoenai,Elyehoénaï,Elyoenai
375,אֶלְיְהוֹעֵינַי-2,PN,person,Eliehoenai,Eliehoenai,Elyehoénaï,Elyoenai
376,אֶלְיוֹעֵינַי-1,PN,person,Elioenai,Elioenai,Elyoénaï,Elyoenai
377,אֶלְיוֹעֵינַי-2,PN,person,Elioenai,Elioenai,Elyoénaï,Elyoenai
378,אֶלְיוֹעֵינַי-3,PN,person,Elioenai,Elioenai,Elyoénaï,Elyoenai
379,אֶלְיוֹעֵינַי-4,PN,person,Elioenai,Elioenai,Elyoénaï,Elyoenai
380,אֶלְיוֹעֵינַי-5,PN,person,Elioenai,Elioenai,Elyoénaï,Elyoenai
381,אֶלְיַחְבָּא,PN,person,Eliahba,Eliahbá,Elyahba,Elyahba
382,אֱלִיחֹרֶף,PN,person,Elihoreph,Elihóref,Elihoref,Elihoref
383,אֱלִיל,AT,artifacts /  religious activities,idol,ídolo,rien / en vain / idole,berhala / idola
384,אֱלִימֶלֶךְ,PN,person,Elimelech,Elimélec,Elimélek,Elimelekh
385,אֶלְיָסָף-1,PN,person,Eliasaph,Eliasaf,Elyasaf,Elyasaf
386,אֶלְיָסָף-2,PN,person,Eliasaph,Eliasaf,Elyasaf,Elyasaf
387,אֱלִיעֶזֶר-1,PN,person,Eliezer,Eliézer,Eliézer,Eliezer
388,אֱלִיעֶזֶר-2,PN,person,Eliezer,Eliézer,Eliézer,Eliezer
389,אֱלִיעֶזֶר-3,PN,person,Eliezer,Eliézer,Eliézer,Eliezer
390,אֱלִיעֶזֶר-4,PN,person,Eliezer,Eliézer,Eliézer,Eliezer
391,אֱלִיעֶזֶר-5,PN,person,Eliezer,Eliézer,Eliézer,Eliezer
392,אֱלִיעֶזֶר-6,PN,person,Eliezer,Eliézer,Eliézer,Eliezer
393,אֱלִיעֶזֶר-7,PN,person,Eliezer,Eliézer,Eliézer,Eliezer
394,אֱלִיעָם-1,PN,person,Eliam,Eliam,Eliam,Eliam
395,אֱלִיעָם-2,PN,person,Eliam,Eliam,Eliam,Eliam
396,אֱלִיעֵנַי,PN,person,Elienai,Elienai,Eliénaï,Elyoenai
397,אֱלִיפַז-1,PN,person,Eliphaz,Elifaz,Elifaz,Elifas
398,אֱלִיפַז-2,PN,person,Eliphaz,Elifaz,Elifaz,Elifas
399,אֱלִיפַל,PN,person,Eliphal,Elifal,Elifal,Elifal
400,אֱלִיפְלֵהוּ,PN,person,Eliphelehu,Elifelehu,Elifléhou,Elifele
401,אֱלִיפֶלֶט-1,PN,person,Eliphelet,Elifélet,Elifèleth,Elifelet
402,אֱלִיפֶלֶט-2,PN,person,Eliphelet,Elifélet,Elifèleth,Elifelet
403,אֱלִיפֶלֶט-3,PN,person,Eliphelet,Elifélet,Elifèleth,Elifelet
404,אֱלִיפֶלֶט-4,PN,person,Eliphelet,Elifélet,Elifèleth,Elifelet
405,אֱלִיצוּר,PN,person,Elizur,Elisur,Eliçour,Elizur
406,אֱלִיצָפָן-1,PN,person,Elizaphan,Elisafán,Eliçafân,Elisafan
407,אֱלִיצָפָן-2,PN,person,Elizaphan,Elisafán,Eliçafân,Elisafan
408,אֱלִיקָא,PN,person,Elika,Elicá,Eliqa,Elika
409,אֶלְיָקִים-1,PN,person,Eliakim,Eliaquim,Elyaqim,Elyakim
410,אֶלְיָקִים-2,PN,person,Eliakim,Eliaquim,Elyaqim,Elyakim
411,אֶלְיָקִים-3,PN,person,Eliakim,Eliaquim,Elyaqim,Elyakim
412,אֱלִישֶׁבַע,PN,person,Elisheba,Eliseba,Elisabeth,Eliseba
413,אֱלִישָׁה,PN,person,Elishah,Elisá,Elisha,Elisa
414,אֱלִישׁוּעַ,PN,person,Elishua,Elisúa,Elishoua,Elisua
415,אֶלְיָשִׁיב-1,PN,person,Eliashib,Eliasib,Elyashiv,Elyasib
416,אֶלְיָשִׁיב-2,PN,person,Eliashib,Eliasib,Elyashiv,Elyasib
417,אֶלְיָשִׁיב-3,PN,person,Eliashib,Eliasib,Elyashiv,Elyasib
418,אֶלְיָשִׁיב-4,PN,person,Eliashib,Eliasib,Elyashiv,Elyasib
419,אֱלִישָׁמָע-1,PN,person,Elishama,Elisamá,Elishama,Elisama
420,אֱלִישָׁמָע-2,PN,person,Elishama,Elisamá,Elishama,Elisama
421,אֱלִישָׁמָע-3,PN,person,Elishama,Elisamá,Elishama,Elisama
422,אֱלִישָׁמָע-4,PN,person,Elishama,Elisamá,Elishama,Elisama
423,אֱלִישָׁמָע-5,PN,person,Elishama,Elisamá,Elishama,Elisama
424,אֱלִישָׁמָע-6,PN,person,Elishama,Elisamá,Elishama,Elisama
425,אֱלִישָׁע,PN,person,Elisha,Eliseo,Elisée,Elisa
426,אֱלִישָׁפָט,PN,person,Elishaphat,Elisafat,Elishafath,Elisafat
427,אֱלִיָּתָה,PN,person,Eliathah,Eliatá,Eliyata,Eliata
428,אַלְמֻגִּים,FL,trees,juniper tree / sandalwood,,genévrier,pohon cendana
429,אֲלֻמָּה,RE,agriculture,sheaf,manojo / gavilla,gerbe,ikatan berkas-berkas
430,אַלְמוֹדָד,PN,person,Almodad,Almodad,Almodad,Almodad
431,אַלַּמֶּלֶךְ,PN,settlement,Allammelech,Alamélec,Alammélek,Alamelekh
432,אֶלְנַעַם,PN,person,Elnaam,Elnáam,Elnaam,Elnaam
433,אֶלְנָתָן-1,PN,person,Elnathan,Elnatán,Elnatân,Elnatan
434,אֶלְנָתָן-2,PN,person,Elnathan,Elnatán,Elnatân,Elnatan
435,אֶלְנָתָן-3,PN,person,Elnathan,Elnatán,Elnatân,Elnatan
436,אֶלָּסָר,PN,area,Ellasar,Elasar,Ellasar,Elasar
437,אֶלְעָד,PN,person,Elad,Elad,Eléad,Elad
438,אֶלְעָדָה,PN,person,Eleadah,Eladá,Eléada,Elada
439,אֶלְעוּזַי,PN,person,Eluzai,Eluzai,Eléouzaï,Eluzai
440,אֶלְעָזָר-1,PN,person,Eleazar,Eleazar,Eléazar,Eleazar
441,אֶלְעָזָר-2,PN,person,Eleazar,Eleazar,Eléazar,Eleazar
442,אֶלְעָזָר-3,PN,person,Eleazar,Eleazar,Eléazar,Eleazar
443,אֶלְעָזָר-4,PN,person,Eleazar,Eleazar,Eléazar,Eleazar
444,אֶלְעָזָר-5,PN,person,Eleazar,Eleazar,Eléazar,Eleazar
445,אֶלְעָלֵה,PN,settlement,Elealeh,Elalé,Eléalé,Eleale
446,אֶלְעָשָׂה-1,PN,person,Eleasah,Elasá,Eléasa,Elasa
447,אֶלְעָשָׂה-2,PN,person,Eleasah,Elasá,Eléasa,Elasa
448,אֶלְעָשָׂה-3,PN,person,Eleasah,Elasá,Eléasa,Elasa
449,אֶלְעָשָׂה-4,PN,person,Eleasah,Elasá,Eléasa,Elasa
450,אֶלֶף,FA,mammals /  domestic animals,cow / head of cattle / ox,,Élef,sapi / lembu
451,אֶלְפֶּלֶט,PN,person,Elpelet,Elpélet,Elpaleth,Elpelet
452,אֶלְפַּעַל-1,PN,person,Elpaal,Elpáal,Elpaal,Elpaal
453,אֶלְפַּעַל-2,PN,person,Elpaal,Elpáal,Elpaal,Elpaal
454,אֶלְצָפָן,PN,person,Elzaphan,Elsafán,Elçafân,Elsafan
455,אֶלְקָנָה-1,PN,person,Elkanah,Elcaná,Elqana,Elkana
456,אֶלְקָנָה-2,PN,person,Elkanah,Elcaná,Elqana,Elkana
457,אֶלְקָנָה-3,PN,person,Elkanah,Elcaná,Elqana,Elkana
458,אֶלְקָנָה-4,PN,person,Elkanah,Elcaná,Elqana,Elkana
459,אֶלְקָנָה-5,PN,person,Elkanah,Elcaná,Elqana,Elkana
460,אֶלְקָנָה-6,PN,person,Elkanah,Elcaná,Elqana,Elkana
461,אֶלְקָנָה-7,PN,person,Elkanah,Elcaná,Elqana,Elkana
462,אֶלְקָנָה-8,PN,person,Elkanah,Elcaná,Elqana,Elkana
463,אֶלְקָנָה-9,PN,person,Elkanah,Elcaná,Elqana,Elkana
464,אֶלְקֹשִׁי,PN,person,Elkoshite,Elcós,Elqoshite,orang Elkosh
465,אֶלְתּוֹלַד,PN,area,Eltolad,Eltolad,Eltolad,Eltolad
466,אֶלְתְּקֵא,PN,settlement,Eltekeh,Eltequé,Elteqé,Elteke
467,אֶלְתְּקֹן,PN,settlement,Eltekon,Eltecón,Elteqôn,Eltekon
468,אַמָּה,PN,nature,Ammah,Amá,Amma,Ama
469,אָמָה,BE,people /  authority /  control /  serve,slave / handmaid,esclava,esclave / servante,budak / pelayan wanita
470,אָמוֹן-1,PN,person,Amon,Amón,Amôn,Amon
471,אָמוֹן-2,PN,person,Amon,Amón,Amôn,Amon
472,אָמוֹן-3,PN,person,Amon,Amón,Amôn,Amon
473,אָמוֹן-4,PN,supernatural beings and powers,Amon,Amón,Amôn,Amon
474,אֵמוּן,AT,?,faithfulness / truth / faithful person,Lealtad / fidelidad / fiel / digno de confianza,fidelité / verité / fidèle,kesetiaan / kebenaran / orang yang setia
475,אֱמוּנָה,AT,?,steadiness / faithfulness / trust,firmeza / sinceridad / fidelidad / verdad,fidelité / loyauté / confiance,kemantapan / kesetiaan / kepercayaan
476,אָמוֹץ,PN,person,Amoz,Amós,Amoç,Amos
477,אָמִי,PN,person,Ami,Amón,Ami,Ami
478,אֲמִינוֹן,PN,person,Amnon,Amnón,Amnon,Amnon
479,אֲמָם,PN,settlement,Amam,Amam,Amam,Amam
480,אמן-1,AT,faithfulness,Niphal: be firm / well-established / be loyal / steadfast / reliable / trustworthy,Niphal: ser firme / duradero / ser fiel / de confianza / ser verdadero / veraz / durar,être ferme / bien établi,benar / setia / teguh
481,אמן-2,AT,faithfulness,Hiphil: believe in / trust,Hiphil: creer en / confiar / esperar,fie / croire / avoir la foi,percaya pada / kepercayaan
482,אָמֵן,MI,communication /  expressions,surely! / amen!,amén / que así sea,sûrement!,Amin!
483,אֹמֶן,AT,faithfulness,faithfulness / trustworthiness,fidelidad / honradez,fidelité,kesetiaan / bisa dipercaya
484,אֲמָנָה-1,PN,nature,Amanah,Amaná,Abana,sungai Abana
485,אֲמָנָה-2,PN,nature,Amanah,Amaná,Amana,gunung Amana
486,אַמְנוֹן-1,PN,person,Amnon,Amnón,Amnon,Amnon
487,אַמְנוֹן-2,PN,person,Amnon,Amnón,Amnôn,Amnon
488,אַמְצִי-1,PN,person,Amzi,Amsí,Amçi,Amzi
489,אַמְצִי-2,PN,person,Amzi,Amsí,Amçi,Amzi
490,אֲמַצְיָה-1,PN,person,Amaziah,Amasías,Amasias,Amazia
491,אֲמַצְיָה-2,PN,person,Amaziah,Amasías,Amacya,Amazia
492,אֲמַצְיָה-3,PN,person,Amaziah,Amasías,Amacya,Amazia
493,אֲמַצְיָה-4,PN,person,Amaziah,Amasías,Amacya,Amazia
494,אֲמַצְיָהוּ,PN,person,Amaziah,Amasías,Amasias,Amazia
495,אִמַּר (AR),FA,mammals /  domestic animals,lamb,,agneau,anak domba
496,אִמֵּר-1,PN,person,Immer,Imer,Immer,Imer
497,אִמֵּר-2,PN,person,Immer,Imer,Immer,Imer
498,אִמֵּר-3,PN,person,Immer,Imer,Immer,Imer
499,אִמֵּר-4,PN,settlement,Immer,Imer,Immer,Imer
500,אִמֵּר-5,PN,person,Immer,Imer,Immer,Imer
501,אִמְרִי-1,PN,person,Imri,Imrí,Imri,Imri
502,אִמְרִי-2,PN,person,Imri,Imrí,Imri,Imri
503,אֱמֹרִי,PN,group,Amorite,Amorreos,Amorites,orang Amori
504,אֲמַרְיָה-1,PN,person,Amariah,Amarías,Amarya,Amarya
505,אֲמַרְיָה-2,PN,person,Amariah,Amarías,Amarya,Amarya
506,אֲמַרְיָה-3,PN,person,Amariah,Amarías,Amarya,Amarya
507,אֲמַרְיָה-4,PN,person,Amariah,Amarías,Amarya,Amarya
508,אֲמַרְיָה-5,PN,person,Amariah,Amarías,Amarya,Amarya
509,אֲמַרְיָה-6,PN,person,Amariah,Amarías,Amarya,Amarya
510,אֲמַרְיָהוּ-1,PN,person,Amariah,Amarías,Amaryahou,Amarya
511,אֲמַרְיָהוּ-2,PN,person,Amariah,Amarías,Amaryahou,Amarya
512,אֲמַרְיָהוּ-3,PN,person,Amariah,Amarías,Amaryahou,Amarya
513,אַמְרָפֶל,PN,person,Amraphel,Amrafel,Amraphel,Amrafel
514,אֱמֶת,AT,faithfulness,truth / faithfulness,fidelidad / verdad,vérité / loyauté / fidelité,kebenaran / kesetiaan
515,אַמְתַחַת,RE,containers,bag / sack,costal,sac,tas / karung
516,אֲמִתַּי,PN,person,Amittai,Amitai,Amittaï,Amitai
517,אֱנוֹשׁ,PN,person,Enosh,Enós,Enosh,Enos
518,אֲנָחֲרַת,PN,settlement,Anaharath,Anaharat,Anaharath,Anaharat
519,אֲנִיעָם,PN,person,Aniam,Aniam,Aniam,Aniam
520,אֲנָךְ,RE,tools /  construction,plumb line,plomada,plomb,tali sipat / tali pengukur tegak lurus
521,אֲנָפָה,FA,birds,heron,garza,héron,burung bangau
522,אֲנָקָה,FA,snakes and lizards,gecko,salamanquesa,gecko / gemissement,landak / macam cicak / tokek
523,אָסָא-1,PN,person,Asa,Asá,Asa,Asa
524,אָסָא-2,PN,person,Asa,Asá,Asa,Asa
525,אַסִּיר-1,PN,person,Assir,Asir,Assir / prisonnier,Asir
526,אַסִּיר-2,PN,person,Assir,Asir,Assir / prisonnier,Asir
527,אַסְנָה,PN,person,Asnah,Asena,Asna,Asna
528,אָסְנַפַּר,PN,person,Osnappar,Asnapar,Asnappar,Asnapar
529,אָסְנַת,PN,person,Asenath,Asenat,Asenath,Asnat
530,אָסָף-1,PN,person,Asaph,Asaf,Asaf,Asaf
531,אָסָף-2,PN,person,Asaph,Asaf,Asaf,Asaf
532,אָסָף-3,PN,person,Asaph,Asaf,Asaf,Asaf
533,אַסְפָּתָא,PN,person,Aspatha,Aspata,Aspata,Aspata
534,אסר,RI,oaths,to pledge / promise,atar / amarrar,lier,nazar / janji / berjanji dengan sumpah
535,אִסָּר,RI,oaths,pledge / promise,compromiso,serment,nazar / janji / berjanji dengan sumpah
536,אֵסַר־חַדֹּן,PN,person,Esarhaddon,Esarhadón,Asarhaddon,Esarhadon / Esar-Hadon
537,אֶסְתֵּר,PN,person,Esther,Ester,Esther,Ester
538,אֵפֹד-1,PN,person,Ephod,,Efod,Efod
539,אֵפֹד-2,RE,clothing /  religious activities,ephod / priestly apron,,éphod,efod
540,אֵפֹד-3,RE,religious activities,ephod / sacred apron,,éphod,efod
541,אֵפֹד-4,RE,paganism,ephod,,éphod,efod
542,אֲפִיח,PN,person,Aphiah,Afíah,Afiah,Afiah
543,אַפַּיִם,PN,person,Appaim,Apaim,Appaïm,Apaim
544,אֲפִיק,PN,settlement,Aphik,Afec,Afiq,Afek
545,אֶפְלָל,PN,person,Ephlal,Eflal,Eflal,Eflal
546,אֶפֶס דַמִּים,PN,settlement,Ephes-Dammim,Efesdamín / Efes-damím,Efès-Dammim,Efes-Damim
547,אֶפְעֶה,FA,snakes and lizards,viper,víbora,vipère,ular berbisa
548,אֲפֵק-1,PN,settlement,Aphek,Afec,Afeq,Afek
549,אֲפֵק-2,PN,settlement,Aphek,Afec,Afeq,Afek
550,אֲפֵק-3,PN,settlement,Aphek,Afec,Afeq,Afek
551,אֲפֵק-4,PN,settlement,Aphek,Afec,Afeq,Afek
552,אֲפֵקָה,PN,settlement,Aphekah,Afecá,Aféqa,Afeka
553,אֶפְרַיִם,PN,person /  area,Ephraim,Efraín,Ephraïm,Efraim
554,אֶפְרָת-1,PN,settlement,Ephrath / Ephrathah,Efrata,Ephrata,Efrata
555,אֶפְרָת-2,PN,person,Ephrath / Ephrathah,Efrata,Ephrata,Efrata
556,אֶפְרָתִי-1,PN,group,Ephrathite / Ephraimite,Efrateo,Ephratéen,orang Efrata
557,אֶפְרָתִי-2,PN,group,Ephrathite / Ephraimite,Efraimita,Ephratéen,orang Efraim
558,אֶצְבּוֹן-1,PN,person,Ezbon,Esbón,Eçbôn,Ezbon
559,אֶצְבּוֹן-2,PN,person,Ezbon,Esbón,Eçbôn,Ezbon
560,אָצַל,PN,settlement,Azel,Asel,Assal / Açal,Azel
561,אָצֵל,PN,person,Azel,Asel,Assel / Acel,Azel
562,אֲצַלְיָהוּ,PN,person,Azaliah,Asalías,Açalyahou,Azalya
563,אֹצֶם-1,PN,person,Ozem,Ósem,Ocem,Ozem
564,אֹצֶם-2,PN,person,Ozem,Ósem,Ocem,Ozem
565,אֵצֶר,PN,person,Ezer,Éser,Ecèr,Ezer
566,אֶקְדָּח,RE,gemstones,precious stone / jewel,piedra preciosa / berilo / esmeralda,pierres ornementales / pierre précieuse,batu permata
567,אַקּוֹ,FA,mammals /  wild animals,ibex / wild goat / mountain goat,íbice / cabra montés,bouquetin,kambing liar / kambing hutan
568,אְרָא,PN,person,Ara,Ará,Ara,Ara
569,אַרְאֵלִי-1,PN,person,Areli,Arelí,Aréli / descendants d'Aréli,Areli
570,אַרְאֵלִי-2,PN,group,Arelite,Arelí,Aréli / descendants d'Aréli,orang Areli
571,אֲרָב,PN,settlement,Arab,Arab,Arav,Arab
572,אַרְבֶּה,FA,"insects, spiders, and worms",locust,langosta,sauterelle / insecte nuisible,belalang
573,אֲרֻבּוֹת,PN,settlement,Arubboth,Arubot,Aroubboth,Arubot
574,אַרְבִּי,PN,group,Arbite,Arbita,Arbite,orang Arbi
575,אֶרֶג,RE,crafts,shuttle,lanzadera de telar,la navette du tisserand,patok / tarok / perkakas tenun
576,אַרְגֹּב-1,PN,area,Argob,Argob,Argov,Argob
577,אַרְגֹּב-2,PN,person,Argob,Argob,Argov,Argob
578,אַרְגְּוָן,RE,cloth,reddish-purple,púrpura / lana roja,pourpre-rouge,warna ungu muda
579,אַרְגָּמָן,RE,cloth,reddish-purple,rojo púrpura,tissu de pourpre violette,warna ungu muda
580,אַרְדְּ,PN,person,Ard,Ard,Ard,Ared
581,אַרְדּוֹן,PN,person,Ardon,Ardón,Ardôn,Ardon
582,אַרְדִּי,PN,group,Ardite,Ard,Ardite,orang Ared
583,אַרְוָד,PN,settlement,Arvad,Arvad,Arvad,Arwad
584,אֲרוֹד,PN,person,Arod,Arod,Arod,Arod
585,אַרְוָדִי,PN,group,Arvadite,Arvadeos,Arvadite,orang Arwadi
586,אֲרוֹדִי-1,PN,person,Arodi,Arelí,Arodi,Arodi
587,אֲרוֹדִי-2,PN,group,Arodite,Arelí,Arodites / descendants d'Arod,orang Arod
588,אֻרְוָה,RE,constructions /  animal husbandry,stall / animal pen,establo / corral,stalle / étable,kandang hewan
589,אֲרוּמָה,PN,area,Arumah,Arumá,Arouma,Aruma
590,אֲרוֹן,RI,artifacts,covenant box,arca,arche / arche de Dieu,tabut / tabut perjanjian
591,אֲרַוְנָה,PN,person,Araunah,Arauna,Arauna,Arauna
592,אֶרֶז,FL,trees,cedar tree,cedro,cèdre,pohon aras / kayu cemara
593,אָרַח-1,PN,person,Arah,Árah,Arah,Arah / Arakh
594,אָרַח-2,PN,person,Arah,Árah,Arah,Arah
595,אָרַח-3,PN,person,Arah,Árah,Arah,Arah
596,אֲרִי,FA,mammals /  wild animals,lion,,lion,singa
597,אֲרִיאֵל-1,PN,person,Ariel,Ariel,Ariel,Ariel
598,אֲרִיאֵל-2,PN,settlement,Ariel,Ariel,Ariel,Ariel
599,אֲרִידַי,PN,person,Aridai,Aridai,Arisaï,Aridai
600,אֲרִידָתָא,PN,person,Aridatha,Aridata,Aridata,Aridata
601,אַרְיֵה-1,FA,mammals /  wild animals,lion,,lion,singa
602,אַרְיֵה-2,PN,person,Arieh,,Arieh,Arye
603,אַרְיוֹךְ (AR),PN,person,Arioch,Arioc,Aryok,Ariokh
604,אַרְיוֹךְ,PN,person,Arioch,Arioc,Aryok,Ariokh
605,אֲרִיסַי,PN,person,Arisai,Arisai,Arisaï,Arisai
606,אֶרֶךְ,PN,settlement,Erech,Érec,Erek,Erekh
607,אַרְכִּי,PN,group,Arkite,Arquita,Arkite,orang Arki
608,אֲרָם-1,PN,person /  area /  group,Aram / Syria,Aram,Aram / Syrie,Aram / Siria
609,אֲרָם-2,PN,person,Aram,Aram,Aram / Syrie,Aram
610,אֲרָם-3,PN,person,Aram,Aram,Aram / Syrie,Aram
611,אֲרָם בֵּית־רְחֹב,PN,group,Syrians of Beth-Rehob / Arameans of Beth-Rehob,Bet-rehob,Araméens de Beth-Rehov,orang Aram Bet-Rehob
612,אֲרַם דַּמֶּשֶׂק,PN,locale /  group,Aram of Damascus / Syrians of Damascus / Arameans of Damascus,Aram,Araméens de Damas,orang Aram atau Siria dari Damsyik
613,אֲרַם דַּרְמֶשֶׂק,PN,locale /  group,Aram of Damascus / Syrians of Damascus / Arameans of Damascus,Aram de Damasco / Siria de Damasco,Araméens de Damas,oramg Aram atau Siria dari Damsyik
614,אֲרַם נַהֲרַיִם,PN,locale,Mesopotamia,Mesopotamia / Naharaim,Aram-des-deux-Fleuves,Mesopotamia
615,אֲרַם צוֹבָא,PN,locale /  group,Aram-zobah / Syrians of Zobah / Arameans of Zobah,sirios de Soba,Araméens de Çova,Aram-Zoba / Zoba
616,אֲרַמִּי,PN,group,Aramean / Syrian,Arameo,Araméen,orang Aram / orang Siria
617,אֲרָמִי,PN,language,Aramaic,arameo,araméen,Aram
618,אַרְמֹנִי,PN,person,Armoni,Armoní,Armoni,Armoni
619,אֹרֶן-1,FL,trees,pine tree / fir tree / cedar / laurel,laurel / pino,pin / sapin,pohon aras / pohon cemara
620,אֹרֶן-2,PN,person,Oren,Oren,Orèn,Oren
621,אֲרָן,PN,person,Aran,Arán,Arân,Aran
622,אַרְנֶבֶת,FA,mammals /  wild animals,hare,liebre,lièvre,kelinci
623,אַרְנוֹן,PN,nature,Arnon,Arnón,Arnôn,sungai Arnon
624,אַרְנָן,PN,person,Arnan,Arnán,Arnân,Arnan
625,אָרְנָן,PN,person,Ornan,Ornán,Ornân,Ornan
626,אַרְפָּד,PN,settlement,Arpad,Arpad,Arpad,Arpad
627,אַרְפַּכְשַׁד,PN,person,Arpachshad,Arfaxad,Arpakshad,Arpakhsad
628,אֶרֶץ זָבַת חָלָב וּדְבָשׁ,AT,"prosperity, peace",land flowing of milk and honey / fruitful land,tierra de la que fluye leche y miel / tierra de abundante leche y miel,ruisselant,tanah yang berlimpah-limpah susu dan madu / tanah yang subur
629,אַרְצָא,PN,person,Arza,Arsá,Arça,Arza
630,ארר,RI,blessing and curse,curse,maldecir,maudire,kutukan
631,אֲרָרַט,PN,area /  group,Ararat,Ararat,Ararat,Ararat
