,word,Unnamed: 2,domains,english,spanish,french,indonesian
309,βῆμα,RE,court,judgement seat,tribunal,siège du juge / tribunal / cour,kursi pengadilan
310,βιβλαρίδιον,RE,artifacts,small scroll,rollito / librito / pergamino pequeño,petit livre ou rouleau,
311,βιβλίον,RE,artifacts,scroll / roll / book,documento / libro / rollo,livre / rouleau / dépostion écrite,
312,Βιθυνία,PN,area,Bithynia,Bitinia,Bithynie,
313,βιόω,AT,behavior,live,vivir,vivre,
314,βιωτικός,AT,life and death,of this life,de la vida diaria,concernant la vie quotidienne,
315,βίβλος,RE,artifacts,scroll / roll / book,libro / registro / rollo,livre,
316,βίος-1,AT,possession,property / means,,biens / proprieté,
317,βίος-2,AT,behavior,daily life,,vie quotidienne,
318,βίος-3,AT,life and death,life / existence,,vie / existence,
319,βίωσις,AT,behavior,manner of life / conduct / way of living,manera de vivir,mode de vie,cara hidup / perilaku
320,βλασφημέω,RI,blessing and curse /  communication,blaspheme / revile / defame,blasfemar / difamar,parler contre Dieu / blasphémer / parler contre / calomnier / insulter,
321,βλασφημία,RI,blessing and curse /  communication,slander / blasphemy,blasfemia / infamia,paroles contre Dieu / blasphème / parole contre / outrage / parole insultante,
322,Βλάστος,PN,person,Blastus,Blasto,Blastus,
323,βλάσφημος,RI,blessing and curse /  communication,blasphemous / slanderous / blasphemer / slanderer,blasfemo,qui parle contre Dieu / blasphémateur / insultant / calomniateur,
324,Βοανηργές,PN,person,Boanerges / Sons of Thunder,Boanerges,Boanerguès,
325,Βοσόρ,PN,person,Beor / Bosor,Bosor,Bosor,
326,βοτάνη,FL,agriculture,plant / grass,hierba,végétation / récolte,
327,βοῦς,FA,mammals,bull / ox / cow / cattle,toro / vaca / ganado,bœuf,lembu
328,Βόες,PN,person,Boaz,Booz,Booz,
329,βότρυς,FL,fruits,grape / bunch of grapes,racimo,grappe,
330,βυρσεύς,RE,artifacts,tanner / maker of leather,curtidor,tanneur / celui qui travaille le cuir,
331,βύσσινος,RE,artifacts /  cloth,cloth of fine linen,de lino fino,fait de fin lin,
332,βύσσος,RE,artifacts /  cloth,fine linen,lino fino,fin lin,
333,βωμός,RE,artifacts /  sacrifices and offerings,altar,altar,autel,
334,Γαββαθα,PN,constructions,Gabbatha,Gabatá,Gabbatha,Gabata
335,Γαβριήλ,PN,supernatural beings and powers,Gabriel,Gabriel,Gabriel,
336,Γαδαρηνός,PN,group,Gadarene,Gadareno,Gadarénien,
337,γαζοφυλάκιον-1,RE,artifacts,offering box,cofre de la ofrenda / caja de la ofrenda,tronc pour des offrandes,
338,γαζοφυλάκιον-2,RE,constructions,treasury / Temple treasury,tesorería / tesoro real,trésor du temple / tronc,
339,Γαλατικός,PN,area,Galatian,Galacia,galate,
340,Γαλατία,PN,area,Galatia,Galacia,Galatie,
341,Γαλάτης,PN,group,Galatian,Gálatas,Galate,
342,Γαλιλαία-1,PN,area,Galilee,Galilea,Galilée,
343,Γαλιλαία-2,PN,nature,Galilee,Galilea,Galilée,
344,Γαλιλαῖος,PN,group,Galilean,Galileo,Galiléen,orang Galilea
345,Γαλλίων,PN,person,Gallio,Galión,Gallion,
346,Γαμαλιήλ,PN,person,Gamaliel,Gamaliel,Gamaliel,
347,γαστέρες ἀργαί,BE,people /  behavior /  purpose /  morals and ethics,lazy gluttons,vientre ocioso,paresseux glouton,
348,Γάδ,PN,person,Gad,Gad,Gad,
349,Γάζα,PN,settlement,Gaza,Gaza,Gaza,
350,γάμος,RE,constructions /  buildings /  marriage,wedding hall,banquete de bodas / salón de banquete de bodas,salle des fêtes / salle de mariages,
351,Γάϊος-1,PN,person,Gaius,Gayo,Gaïus,
352,Γάϊος-2,PN,person,Gaius,Gayo,Gaïus,
353,Γάϊος-3,PN,person,Gaius,Gayo,Gaïus,
354,Γάϊος-4,PN,person,Gaius,Gayo,Gaïus,
355,Γεδεών,PN,person,Gideon,Gedeón,Gédéon,
356,Γεθσημανί,PN,nature,Gethsemane,Getsemaní,Gethsémani,
357,Γεννησαρέτ-1,PN,area,Gennesaret,Genesaret,Gennésareth,
358,Γεννησαρέτ-2,PN,nature,Gennesaret,Genesaret,Gennésareth,
359,Γερασηνός,PN,group,Gerasene,Geraseno / de Gerasa,Gergéséniens,
360,γέεννα,MI,universe,Gehenna / hell,gehenna / infierno,enfer,
361,γῆ-1,RE,universe /  nature,land / soil / ground / earth,,terre,tanah / bumi
362,γῆ-2,RE,nature,land,,terre,tanah / pantai / bumi
363,γῆ-3,RE,nature,soil / ground,,terre,tanah
364,γῆ-4,RE,area,region / territory / land,,région / territoire / terre,daerah / tanah / negeri
365,γλεῦκος,RE,artifacts,sweet wine,vino dulce,vin nouveau,anggur manis
366,γλωσσόκομον,RE,artifacts,money box,bolsa del dinero,cassette / bourse,
367,γνήσιως,AT,truth,genuinely / truly,genuinamente,véritablement,
368,Γολγοθᾶ,PN,nature,Golgotha,Gólgota,Golgotha,Golgota
369,Γόμορρα,PN,settlement,Gomorrah,Gomorra,Gomorrhe,
370,γραμματεύς-1,BE,people /  communication /  teaching /  writing /  religious activities,scholar / teacher / expert in the Law,escriba,scribe / expert dans la loi juive,
371,γραμματεύς-2,BE,people /  occupations /  communication /  writing,town clerk,escribano,scribe / expert dans la loi juive,
372,γραφή,MI,communication /  writing,Scripture / Scripture passage,Escritura,Scripture,
373,γράμμα,MI,communication /  writing,letter / writing / Scripture,letra / escrito,lettre de l'alphabet / Ecriture / lettre / communication / billet / compte / instruction,
374,γράφω,MI,communication /  writing,write,escribir,écrire / enregistrer / composer / signer de son nom / relater par écrit,
375,Γώγ,PN,person /  group,Gog,Gog,Gog,
376,δαιμονιώδης,AT,supernatural beings and powers,demonic / devilish,demoniaca,demoniaque / diabolique,
377,δαιμονίζομαι,AT,supernatural beings and powers,be demon possessed,estar endemoniado,être possédé par un démon,
378,δαιμόνιον,BE,supernatural beings and powers,demon / evil spirit,demonio,démon / esprit maléfiqu,
379,δαίμων,BE,supernatural beings and powers,demon / evil spirit,demonio,démon / esprit malin,
380,δακτύλιος,RE,artifacts,ring,anillo,anneau,
381,Δαλμανουθά,PN,area,Dalmanutha,Dalmanuta,Dalmanoutha,
382,Δαλματία,PN,area,Dalmatia,Dalmacia,Dalmatie,
383,Δαμασκηνός,PN,group,Damascene,Damasceno,Damas,
384,Δαμασκός,PN,settlement,Damascus,Damasco,Damas,
385,Δανιήλ,PN,person,Daniel,Daniel,Daniel,
386,Δαυίδ,PN,person,David,David,David,
387,δάμαλις,FA,mammals,heifer,novilla / vaquilla,vache,
388,Δάμαρις,PN,person,Damaris,Dámaris,Damaris,
389,Δεκάπολις,PN,area,Decapolis,Decápolis,Décapole / Dix Villes,
390,Δερβαῖος,PN,group,Derbe,de Derbe,de Derbé,orang Derbe
391,δερμάτινος,RE,artifacts,leather / of leather,de cuero,en cuir,
392,δεσμός,RE,artifacts,bonds / chains / fetters,ligadura,lien / chaine / emprisonnement / prison,
393,δεσμωτήριον,RE,constructions,jail / prison,cárcel / prisión,geôle / prison,
394,δέησις,RI,communication,prayer / supplication / petition,oración / petición,prière / requête,
395,δένδρον,FL,plants,tree / bush,árbol,arbre,
396,δέομαι,RI,communication,ask / beg / pray,rogar / suplicar,demander / supplier / prier / implorer,
397,Δέρβη,PN,settlement,Derbe,Derbe,Derbé,
398,δέρμα,RE,artifacts,skin / hide,piel,peau,
399,Δημᾶς,PN,person,Demas,Demas,Démas,Demas
400,Δημήτριος-1,PN,person,Demetrius,Demetrio,Démétrius,
401,Δημήτριος-2,PN,person,Demetrius,Demetrio,Démétrius,
402,δηνάριον,RE,money,denarius,denario,denier [Pièce en argent romaine équivalente au salaire quotidien habituel d'un,
403,διαγινώσκω,AT,will /  intellect /  law,examine thoroughly / determine / decide a case,investigar / examinar,étudier / examiner / décider / déterminer,
404,διαθήκη,RI,covenant,covenant,alianza / pacto,pacte / alliance / pl. ordonnances ou simplement traité / volonté / testament / engagement et volonté,
405,διακαθαίρω,AT,"clean, pure, holy",clean out,limpiar,nettoyer / purifier à fond,
406,διακαθαρίζω,AT,"clean, pure, holy",clean out,limpiar,balayer / vider,
407,διακονέω,AT,authority,serve / care for / administer / one who serves / minister,servir,servir / accompagner,
408,διακονία,AT,authority,service / ministry / support,servicio,ministère / service / contribution / aide / appui / mission / peut-être fonction de diacre ou autorité,
409,διακρίνω,MI,court,discern / distinguish / doubt / waver / hesitate,distinguir / discernir / juzgar / dudar,évaluer / juger / identifier / discerner / faire une distinction / considérer ou rendre supérieur / midd.  douter / hesiter / contester / debattre / décider,
410,διαλλάσσω,AT,"atone, forgive",be reconciled,hacer la paz con / reconciliarse,se réconcilier,
411,διαμαρτύρομαι,MI,communication /  truth,declare / assert / charge under solemn oath / warn / insist,testificar solemnemente / atestiguar,declarer solennellement et catégoriquement,
412,διασῳζω,MI,"help, protect, save; well-being; health",save / cure,sanar / salvar / llevar sano y salvo,amener sain et sauf / secourir / guérir / pass. s’échapper,menyembuhkan / menyelamatkan
413,διαφυλάσσω,AT,"help, protect, save",protect / keep safe,guardar cuidadosamente,protéger / prendre soin de,
414,διάβολος-1,BE,supernatural beings and powers,devil,diablo,le diable,
415,διάβολος-2,BE,beings /  communication,slanderer / slanderous,calumniador / calumnioso,le diable,
416,διάγνωσις,AT,will /  intellect /  law,decision / verdict,decisión,décision,
417,διάδημα,RE,artifacts /  royalty,diadem crown,diadema,diadème / couronne,
418,διάκονος,BE,people /  occupations /  serve /  authority,servant / deacon / minister,servidor / ministro,serviteur / assistant / ministre / diacre / diaconesse,
419,διάκρισις,MI,intellect /  choice,discernment / distinguishing / opinion,discernimiento / discrepancia,capacité à distinguer,
420,διάνοια,MI,intellect /  psychological faculties,mind / understanding / thoughts,mente / pensamiento,intelligence / cmpréhension / intention / but / pensée / attitude,
421,δικαιοκρισία,MI,"court; guilt, responsibility",righteous judgment,juicio justo,juste jugement,
422,δικαιοσύνη,AT,morals and ethics,doing what God requires / doing what is right / righteousness / justice / being put right with God,justicia,ce que Dieu exige / ce qui est exact / droiture / franchise / justice / introduction par Dieu à une relation droite de l'homme avec Lui / devoirs religieux ou actes de charité,
423,δικαιόω-1,AT,morals and ethics,put right with,,se reconcilier,
424,δικαιόω-2,AT,morals and ethics,show to be right / prove to be right,,montrer comme droite,
425,δικαιόω-3,AT,morals and ethics,acquit / remove guilt / release / set free,,acquitter,
426,δικαιόω-4,AT,morals and ethics,obey righteous commands,,obéir,
427,δικαίωμα,AT,morals and ethics /  law,regulations / just requirements / justification / righteous act,decreto justo / regulación / justificación,ordonnance / demande / acte droit / jugement / acquittement,
428,δικαίως,AT,morals and ethics,justly / righteously,justamente,avec raison / droit,
429,δικαίωσις,AT,morals and ethics,acquittal / setting free,justificación,introduisant dans une bonne relation avec Dieu,
430,δικαστής,AT,court /  law,judge,juez,juge,
431,Διονύσιος,PN,person,Dionysius,Dionisio,Denys,
432,Διοτρέφης,PN,person,Diotrephes,Diótrefes,Diotréphès,
433,Διόσκουροι,PN,person,Twin Brothers,Dióscuros,Les Dioscures,
434,δίδραχμον,RE,tax,two-drachma piece / temple tax,dos dracmas,didrachme / deux-drachmes [Pièce de monnaie grecque avec la valeur approximative de deux deniers,
435,Δίδυμος,PN,person,Didymus,Gemelo,Didyme,
436,δίκαιος,AT,morals and ethics,just / righteous / being right with,justo,conformément au standard / à la volonté / ou à la nature de Dieu / droit / juste / bon / correct / honnête / convenable / dans un bon rapport avec Dieu / loyal / sincère / innocent,
437,δίκη,AT,"morals and ethics; repay, reward, punish",justice / Justice,justicia,punition / justice divine / Justice,
438,δίκτυον,RE,tools /  hunting and fishing,net / fishnet,red,filet de pêcheur,
439,δίλογος,AT,truth,double-tongued / hypocritical,de dos lenguas,qui a deux visages / non sincère,
440,δοκιμάζω,AT,truth,interpret / examine / test / judge to be genuine / approve,discernir / probar,tester / examiner / interpréter / discerner / découvrir / approuver / prouver / démontrer,
441,δοκιμιον,AT,truth,testing / proving / genuineness,calidad probada / autenticidad,essai / action de tester / authenticité,kemurnian
442,δοκός,RE,constructions,beam,viga / tronco,bûche / faisceau de bois,
443,δοξάζω,AT,glory,praise / glorify / honor,glorificar,louer / honorer / glorifier / exalter / pf. pass. ptc. glorieux,
444,Δορκάς,PN,person,Dorcas,Dorcas,Gazelle,
445,δουλαγωγέω,AT,authority /  control /  serve,make ready for service,esclavizar,maîtriser,
446,δουλεία,AT,authority /  control /  serve,slavery,esclavitud,esclavage,
447,δουλεύω,AT,authority /  control /  serve,serve / be enslaved,servir como esclavo,servir / être un esclave / être asservi,
448,δουλόω,AT,authority /  serve,enslave,esclavizar / ser esclavizado,asservir / faire un esclave / pass. être lié,
449,δούλη,BE,people /  authority /  control /  serve,bondmaid / female slave,esclava,servante ou esclave,
450,δοῦλος-1,BE,people /  authority /  control /  serve,slave / servant,esclavo / siervo,esclave / domestique,hamba
451,δοῦλος-2,AT,authority /  serve,subservient to / controlled by,esclavo,esclave / domestique,menjadi hamba
452,δόκιμος,AT,truth,approved / regarded as worthy / respected,aprobado,approuvé / véritable,
453,δόξα-1,AT,glory,glory / splendor / brightness / radiance / greatness,gloria / resplandor,gloire / splendeur / grandeur,
454,δόξα-2,BE,supernatural beings and powers /  glory,glorious power / amazing might / glorious being,ser glorioso,gloire / splendeur / grandeur,
455,δόξα-3,AT,"communication; honor, respect, status",praise / honor / respect,,louange / honeur,
456,δραχμή,RE,artifacts,drachma,dracma,drachme,
457,δράκων,FA,mythical /  supernatural beings and powers,dragon,dragón,dragon,
458,δρέπανον,RE,artifacts,sickle,hoz,sicle,
459,Δρούσιλλα,PN,person,Drusilla,Drusila,Drusille,
460,δυνατός,BE,"people; authority; honor, respect, status",prominent man,poderoso / prominente,possible / fort / puissant / apte / capable de / influent / mener / personne forte dans la foi ou dans la conscience / expert,
461,δυνάστης,BE,people /  authority,ruler / court official / sovereign,poderoso / soberano,gouverneur / roi / souverain / Seigneur / fonctionnaire,
462,δυσφημεω,RI,blessing and curse,defame / slander,difamar,calomnier / parler mal de / insulter,memfitnah / memburuk-burukkan
463,δύναμις-1,AT,signs and wonders,mighty work / miracle,milagro,puissance / force,
464,δύναμις-2,AT,strength,ability / power / ruler,poder,puissance / force,
465,δῶμα,RE,constructions,housetop,azotea,toit / terrasse,macam teras di atas atap rumah yang rata-rata / peranginan
466,δῶρον,RI,possession /  grace,gift / offering,regalo / ofrenda,cadeau / offrande,persembahan
467,Ἑβραΐς,PN,language,Hebrew,Hebreo,hébraïque,
468,Ἑβραῖος,PN,group,Hebrew,Hebreo,Hébreux,Ibrani
469,Ἑβραϊστί,PN,language,in Hebrew,Hebreo,en hébreu,
470,ἐγείρω,MI,life and death,act.: raise / pass.: be raised,,ressusciter,membangkitkan / menghidupkan / dibangkitkan
471,ἐγχρῖω,RI,anoint,rub on,ungir,oindre,melumas / mengoles
472,Ἑζεκίας,PN,person,Hezekiah,Ezequías,Ezékias,
473,ἐθελοθρησκία,AT,worship,self-imposed religion / self-created religion,religión autoimpuesta,pieté ou religion que l'on s'est imposé,
474,ἐθνικός,BE,people /  groups /  association,Gentile / heathen / pagan,gentil,paien / Gentil,
475,εἰδωλεῖον,RE,buildings /  sanctuary,temple of an idol,templo de ídolos,temple d'idoles,kuil
476,εἰδωλολατρια,RI,worship,idolatry,idolatría,idolâtrie,penyembahan berhala
477,εἰδωλολάτρης,RI,worship,idolater,idólatra,idolâtre,
478,εἰδωλόθυτον,RE,sacrifices and offerings,sacrificial meat,sacrificadas a los ídolos,repas offert aux idoles,
479,εἰκών,RE,artifacts,likeness / image,imagen,ressemblance / image / forme / aspect / statue,
